UTMMAP1,UTMMAP2,UTMMAP3,UTMMAP4,UTMSCALE,LAND_NO,EVAPRICE
4545,1,8420,00,4000,32,100.00000000
4545,1,8422,00,4000,58,100.00000000
4545,1,8422,00,4000,102,130.00000000
4545,1,8422,00,4000,148,150.00000000
4545,1,8422,00,4000,177,100.00000000
4545,1,8422,00,4000,232,150.00000000
4545,1,8422,00,4000,235,150.00000000
4545,1,8422,00,4000,238,100.00000000
4545,1,8422,03,1000,1,200.00000000
4545,1,8422,11,1000,3,250.00000000
4545,1,8422,12,1000,10,250.00000000
4545,1,8422,12,1000,33,250.00000000
4545,1,8428,16,1000,29,380.00000000
4545,1,8428,16,1000,44,190.00000000
4545,1,8428,16,1000,47,100.00000000
4545,1,8430,00,4000,11,100.00000000
4545,1,8432,00,4000,60,100.00000000
4545,1,8432,00,4000,69,100.00000000
4545,1,8432,00,4000,92,270.00000000
4545,1,8432,00,4000,98,100.00000000
4545,1,8432,07,1000,5,430.00000000
4545,1,8432,07,1000,8,430.00000000
4545,1,8432,07,1000,28,430.00000000
4545,1,8432,07,1000,63,430.00000000
4545,1,8432,08,1000,1,430.00000000
4545,1,8432,08,1000,4,430.00000000
4545,1,8432,11,1000,3,430.00000000
4545,1,8432,11,1000,29,430.00000000
4545,1,8432,12,1000,4,430.00000000
4545,1,8432,12,1000,36,430.00000000
4545,1,8442,01,2000,24,200.00000000
4545,1,8442,06,1000,36,250.00000000
4545,1,8442,06,1000,74,250.00000000
4545,1,8442,10,1000,9,100.00000000
4544,1,0000,009,5000,6,100.00000000
4544,1,0000,009,5000,31,130.00000000
4544,1,0000,009,5000,35,150.00000000
4544,1,0000,009,5000,96,100.00000000
4544,1,0000,023,5000,88,100.00000000
4544,1,0000,023,5000,91,100.00000000
4544,1,0000,036,5000,9,100.00000000
4544,1,0000,036,5000,41,100.00000000
4544,1,0000,049,5000,17,100.00000000
4544,1,0000,049,5000,23,100.00000000
4544,1,0000,049,5000,49,100.00000000
4544,1,0000,050,5000,54,100.00000000
4544,1,0000,050,5000,57,100.00000000
4544,1,8684,00,4000,44,190.00000000
4544,1,8684,00,4000,50,190.00000000
4544,1,8684,00,4000,111,190.00000000
4544,1,8684,00,4000,203,380.00000000
4544,1,8684,00,4000,217,100.00000000
4544,1,8684,00,4000,243,100.00000000
4544,1,8684,00,4000,246,100.00000000
4544,1,8684,00,4000,249,100.00000000
4544,1,8686,00,4000,5,500.00000000
4544,1,8686,00,4000,8,500.00000000
4544,1,8686,00,4000,18,100.00000000
4544,1,8686,00,4000,44,100.00000000
4544,1,8688,00,4000,16,100.00000000
4544,1,8688,00,4000,51,150.00000000
4544,1,8884,13,1000,6,190.00000000
4545,1,0000,009,5000,43,100.00000000
4545,1,0000,023,5000,15,250.00000000
4545,1,0000,023,5000,38,100.00000000
4545,1,0000,023,5000,67,100.00000000
4545,1,0000,023,5000,90,100.00000000
4545,1,0000,039,5000,13,100.00000000
4545,1,0000,039,5000,21,130.00000000
4545,1,0000,093,5000,75,430.00000000
4545,1,0000,093,5000,110,430.00000000
4545,1,0000,096,5000,4,100.00000000
4545,1,0000,109,5000,11,1200.00000000
4545,1,0000,109,5000,47,420.00000000
4545,1,0000,109,5000,261,100.00000000
4545,1,0000,110,5000,10,1750.00000000
4545,1,0000,122,5000,10,130.00000000
4545,1,0000,135,5000,49,100.00000000
4545,1,0000,163,5000,44,250.00000000
4545,1,8220,00,4000,4,200.00000000
4545,1,8242,02,2000,7,100.00000000
4545,1,8420,00,4000,2,130.00000000
4545,1,8422,00,4000,42,100.00000000
4545,1,8422,00,4000,68,100.00000000
4545,1,8422,00,4000,138,130.00000000
4545,1,8422,00,4000,144,130.00000000
4545,1,8422,00,4000,158,100.00000000
4545,1,8422,00,4000,161,100.00000000
4545,1,8422,00,4000,190,150.00000000
4545,1,8422,00,4000,193,100.00000000
4545,1,8422,00,4000,208,130.00000000
4545,1,8422,08,1000,15,250.00000000
4545,1,8422,11,1000,13,250.00000000
4545,1,8422,11,1000,19,250.00000000
4545,1,8422,12,1000,26,250.00000000
4545,1,8422,12,1000,52,250.00000000
4545,1,8422,12,1000,55,220.00000000
4545,1,8422,12,1000,81,250.00000000
4545,1,8424,00,4000,6,200.00000000
4545,1,8424,14,1000,11,200.00000000
4545,1,8424,14,1000,14,200.00000000
4545,1,8424,14,1000,40,200.00000000
4545,1,8424,15,1000,46,200.00000000
4545,1,8426,04,1000,6,380.00000000
4545,1,8430,00,4000,9,330.00000000
4545,1,8430,00,4000,24,100.00000000
4545,1,8432,00,4000,10,380.00000000
4545,1,8432,00,4000,24,100.00000000
4545,1,8432,00,4000,47,100.00000000
4545,1,8432,00,4000,50,100.00000000
4545,1,8432,00,4000,53,100.00000000
4545,1,8432,00,4000,97,380.00000000
4545,1,8432,07,1000,4,380.00000000
4545,1,8432,08,1000,40,430.00000000
4545,1,8432,12,1000,20,430.00000000
4545,1,8432,12,1000,23,430.00000000
4545,1,8432,12,1000,49,430.00000000
4545,1,8442,02,2000,10,180.00000000
4545,1,8442,03,2000,5,100.00000000
4545,1,8442,06,1000,26,250.00000000
4545,1,8442,06,1000,58,250.00000000
4545,1,8442,06,1000,87,250.00000000
4545,1,8442,10,1000,33,250.00000000
4545,1,8442,10,1000,36,250.00000000
