UTMMAP1,UTMMAP2,UTMMAP3,UTMMAP4,UTMSCALE,LAND_NO,EVAPRICE
4935,1,0078,00,4000,332,900.00000000
4935,1,0078,00,4000,339,720.00000000
4935,1,0078,00,4000,346,1200.00000000
4935,1,0078,00,4000,376,750.00000000
4935,1,0078,00,4000,386,1050.00000000
4935,1,0078,00,4000,400,550.00000000
4935,1,0078,00,4000,459,1500.00000000
4935,1,0078,00,4000,477,600.00000000
4935,1,0078,00,4000,487,550.00000000
4935,1,0078,00,4000,489,750.00000000
4935,1,0078,00,4000,529,1200.00000000
4935,1,0078,00,4000,555,1200.00000000
4935,1,0078,00,4000,609,550.00000000
4935,1,0078,00,4000,615,720.00000000
4935,1,0078,00,4000,634,2500.00000000
4935,1,0078,00,4000,637,2500.00000000
4935,1,0078,00,4000,664,550.00000000
4935,1,0078,00,4000,698,550.00000000
4935,1,0078,00,4000,727,550.00000000
4935,1,0078,00,4000,761,800.00000000
4935,1,0078,00,4000,764,1200.00000000
4935,1,0078,00,4000,788,550.00000000
4935,1,0078,00,4000,848,800.00000000
4935,1,0078,00,4000,857,1200.00000000
4935,1,0078,00,4000,1000,550.00000000
4935,1,0078,00,4000,1012,750.00000000
4935,1,0078,00,4000,1031,800.00000000
4935,1,0078,00,4000,1041,750.00000000
4935,1,0078,00,4000,1054,800.00000000
4935,1,0078,00,4000,1086,1300.00000000
4935,1,0068,00,4000,16,150.00000000
4935,1,0068,00,4000,19,150.00000000
4935,1,0068,00,4000,51,420.00000000
4935,1,0068,00,4000,54,150.00000000
4935,1,0070,00,4000,23,300.00000000
4935,1,0072,00,4000,47,300.00000000
4935,1,0072,00,4000,50,300.00000000
